TGL_DF_003771_20170105_H0024IYSP	token-2-17	aabot	316	320
TGL_DF_003771_20170105_H0024IYSP	token-3-10	aabot	453	457
TGL_DF_003772_20161103_H0024IYSQ	token-9-8	aabot	1201	1205
TGL_DF_003779_20170314_H0024IYSR	token-6-3	aabot	848	852
TGL_DF_003779_20170329_H0024IYSS	token-3-11	aabot	435	439
TGL_DF_003780_20170809_H0024IYSX	token-4-7	aabot	405	409
TGL_DF_003780_20170809_H0024IYSY	token-5-9	aabot	627	631
TGL_DF_004314_20170329_H0024IYT7	token-4-22	aabot	516	520
TGL_NW_003780_20170809_H0024J3RW	token-3-7	aabot	321	325
TGL_NW_003780_20170809_H0024J3RX	token-3-20	aabot	441	445
TGL_NW_003787_20130709_H0024J3S0	token-3-39	aabot	566	570
TGL_NW_003787_20130820_H0024J3S1	token-3-26	aabot	561	565
TGL_NW_003965_20161223_H0024JG7B	token-3-9	aabot	384	388
TGL_NW_003965_20161223_H0024JG7B	token-3-17	aabot	433	437
TGL_NW_003787_20150708_H0024IYTG	token-3-31	aabot	487	491
TGL_WL_003784_20110316_H0024JB3S	token-15-5	aabot	1419	1423
TGL_SN_000370_20170613_H0T10HCV7	token-0-13	aarestuhin	81	90
TGL_WL_003784_20110316_H0024JB3S	token-1-21	abnormalidad	135	146
TGL_SN_000370_20170607_H0T10HBY8	token-0-3	abo	19	21
TGL_SN_000370_20170217_H0T10HCHQ	token-0-5	abot	30	33
TGL_DF_003785_20131015_H0024J3RL	token-54-3	abot	5417	5420
TGL_DF_003766_20161016_H0024IYSO	token-12-6	adbokasiya	2005	2014
TGL_NW_000347_20040925_70R0028ZK	token-14-9	Adik	1967	1970
TGL_WL_003763_20120107_H0024J8MB	token-12-7	administrasyong	1953	1967
TGL_WL_003763_20120107_H0024J8MB	token-16-5	administrasyong	2720	2734
TGL_WL_003763_20120107_H0024J8MB	token-17-3	administrasyong	3064	3078
TGL_DF_004614_20120208_H0024J3RP	token-7-0	Agad	968	971
TGL_NW_000347_20040925_70R0028W5	token-13-0	Agad	1299	1302
TGL_NW_000347_20040925_70R0028ZK	token-17-0	Agad	2615	2618
TGL_NW_003369_20161203_H0023O7BO	token-6-0	Agad	790	793
NW_APW_ENG_0202_20050119.tgl	token-10-3	agaran	2163	2168
TGL_WL_003768_20160413_H0024IYTR	token-4-1	ahensiya	641	648
TGL_DF_004614_20120208_H0024J3RP	token-16-5	ahensiya	2088	2095
NW_APW_ENG_0079_20070813.tgl	token-6-21	ahensiya	939	946
TGL_NW_003761_20160817_H0024JB3G	token-15-7	akala	1608	1612
TGL_NW_003390_20151101_H0023QFRA	token-3-33	akda	687	690
TGL_SN_000370_20160320_H0T10HC5T	token-0-3	aking	22	26
TGL_WL_004675_20120113_H0024J8MF	token-36-4	aking	1718	1722
TGL_WL_004675_20120113_H0024J8MF	token-61-8	aking	2677	2681
NW_APW_ENG_0072_20050321.tgl	token-23-7	aking	2602	2606
TGL_SN_000370_20151018_H0T10HC7M	token-0-23	ako	119	121
TGL_SN_000370_20160410_H0T10HC5L	token-0-1	ako	10	12
TGL_WL_004276_20170809_H0024IYU8	token-13-3	ako	458	460
TGL_WL_004276_20170809_H0024IYU8	token-18-3	ako	625	627
TGL_WL_003769_20100406_H0024JB3M	token-3-4	ako	70	72
TGL_WL_003769_20100406_H0024JB3M	token-20-22	ako	1270	1272
NW_APW_ENG_0072_20050321.tgl	token-12-6	ako	1565	1567
NW_APW_ENG_0072_20050321.tgl	token-22-1	ako	2481	2483
TGL_WL_004675_20120113_H0024J8MF	token-9-2	akong	453	457
TGL_WL_003769_20100406_H0024JB3M	token-7-1	akong	295	299
NW_APW_ENG_0072_20050321.tgl	token-21-8	akong	2447	2451
NW_APW_ENG_0072_20050321.tgl	token-22-6	akong	2505	2509
TGL_NW_000347_20040925_70R0028OA	token-10-14	akong	1170	1174
TGL_WL_004675_20120113_H0024J8MF	token-44-1	Ako’y	1991	1995
TGL_NW_004215_20120520_H0024J8M9	token-22-2	aktibista	3561	3569
TGL_WL_003775_20160625_H0024IYTT	token-4-9	aktibong	557	564
TGL_WL_004280_20150611_H0024IYUF	token-8-17	aktibong	1062	1069
TGL_WL_004675_20120113_H0024J8MF	token-94-4	alaala	4119	4124
TGL_NW_000347_20040925_70R0028OA	token-36-20	alaala	4197	4202
TGL_SN_000370_20151217_H0T10HC71	token-0-19	alam	104	107
TGL_NW_003761_20150430_H0024JB3H	token-3-21	alam	237	240
TGL_NW_003761_20150430_H0024JB3H	token-10-8	alam	816	819
TGL_WL_003769_20100406_H0024JB3M	token-3-2	alam	60	63
NW_APW_ENG_0202_20050119.tgl	token-17-8	alam	3831	3834
TGL_WL_003775_20160625_H0024IYTT	token-11-4	alamin	1569	1574
TGL_WL_003775_20160625_H0024IYTT	token-11-17	alamin	1636	1641
TGL_DF_003785_20131015_H0024J3RL	token-40-18	alamin	3865	3870
TGL_WL_003782_20160715_H0024JB3R	token-8-11	alamin	1024	1029
TGL_NW_000347_20040925_70R0028OA	token-7-9	alamin	648	653
TGL_NW_003390_20151101_H0023QFRA	token-15-4	alamin	2020	2025
TGL_SN_000370_20170524_H0T10HCFJ	token-0-3	alarma	12	17
TGL_DF_003772_20161103_H0024IYSQ	token-5-11	alarma	748	753
TGL_NW_003965_20160824_H0024JG7C	token-2-12	alarma	279	284
TGL_NW_003965_20160824_H0024JG7C	token-8-14	alarma	1077	1082
