TAM_SN_000370_20150805_H0T10E6AT	token-0-13	அகதி	106	109
TAM_WL_004680_20170510_H0024J8LP	token-34-1	அகதி	2470	2473
TAM_NW_003455_20160727_H0023MQDN	token-10-2	அகற்றும்	804	811
TAM_WL_004681_20170131_H0024JPPX	token-0-7	அகற்றும்	49	56
TAM_NW_003461_20130510_H0024J3PV	token-7-2	அக்னி	573	577
TAM_NW_003940_20170606_H0024J8L2	token-2-2	அக்னி	161	165
TAM_SN_000370_20170413_H0T10FOT5	token-0-0	அங்க	0	3
TAM_DF_004640_20170809_H0024J3PP	token-11-2	அங்க	629	632
TAM_NW_003448_20170528_H0024J3PQ	token-9-5	அங்கிருந்து	735	745
TAM_NW_003924_20160519_H0024J3Q3	token-8-4	அங்கிருந்து	752	762
TAM_NW_004695_20161111_H0024J8L7	token-16-15	அங்கிருந்து	2052	2062
TAM_NW_003460_20170309_H0023TVOY	token-8-18	அங்கிருந்து	934	944
TAM_WL_004686_20140810_H0024J8LR	token-8-0	அங்கிருந்து	737	747
TAM_WL_004629_20141030_H0024JI3A	token-150-18	அங்கிருந்து	6960	6970
TAM_WL_004629_20141030_H0024JI3A	token-152-13	அங்கிருந்து	7329	7339
TAM_WL_004629_20141030_H0024JI3A	token-155-4	அங்கிருந்து	7669	7679
TAM_WL_004681_20170131_H0024JPPX	token-3-13	அங்கிருந்து	397	407
TAM_WL_004686_20140810_H0024J8LR	token-26-6	அங்கீகரிக்கப்பட்ட	2613	2629
TAM_WL_004690_20170324_H0024J8LT	token-21-5	அங்கீகரிக்கப்பட்ட	2519	2535
TAM_WL_004686_20140810_H0024J8LR	token-22-13	அங்கே	2093	2097
TAM_WL_004629_20141030_H0024JI3A	token-139-0	அங்கே	5906	5910
TAM_DF_004640_20170809_H0024J3PP	token-106-1	அசந்த	5691	5695
TAM_DF_004640_20170809_H0024J3PP	token-109-6	அசந்த	5823	5827
TAM_DF_004640_20170809_H0024J3PP	token-114-10	அசந்த	6019	6023
TAM_DF_004640_20170809_H0024J3PP	token-115-1	அசந்த	6077	6081
TAM_DF_004640_20170809_H0024J3PP	token-105-5	அசந்து	5661	5666
TAM_DF_004640_20170809_H0024J3PP	token-105-6	அசந்து	5668	5673
TAM_DF_004640_20170809_H0024J3PP	token-35-2	அசர்ந்து	1675	1682
TAM_DF_004640_20170809_H0024J3PP	token-61-2	அசர்ந்து	3007	3014
TAM_NW_003449_20170808_H0024IHUC	token-11-4	அச்சத்தில்	1169	1178
TAM_WL_004690_20170324_H0024J8LT	token-0-2	அச்சத்தில்	17	26
TAM_WL_004690_20170324_H0024J8LT	token-1-2	அச்சத்தில்	127	136
TAM_NW_003954_20161122_H0024HBU0	token-0-8	அச்சம்	70	75
TAM_NW_003954_20161122_H0024HBU0	token-1-8	அச்சம்	149	154
TAM_NW_003954_20161122_H0024HBU0	token-8-10	அச்சம்	713	718
TAM_NW_003928_20130514_H0024J8L0	token-50-13	அச்சுறுத்தல்	5086	5097
TAM_NW_003952_20170813_H0024KHXK	token-6-10	அச்சுறுத்தல்	924	935
TAM_NW_003448_20170528_H0024J3PQ	token-7-12	அஞ்சப்படுகிறது	635	648
TAM_NW_003924_20160519_H0024J3Q3	token-3-6	அஞ்சப்படுகிறது	323	336
TAM_NW_004695_20161111_H0024J8L7	token-7-12	அஞ்சப்படுகிறது	855	868
TAM_NW_004695_20161111_H0024J8L7	token-10-18	அஞ்சப்படுகிறது	1266	1279
TAM_NW_003940_20160918_H0024J3Q5	token-6-8	அடி	649	651
TAM_NW_003449_20170808_H0024IHUC	token-8-2	அடி	849	851
TAM_WL_003920_20120901_H0024J3QP	token-6-11	அடி	1343	1345
TAM_WL_004629_20141030_H0024JI3A	token-119-2	அடி	5087	5089
TAM_WL_004681_20170131_H0024JPPX	token-16-3	அடி	1910	1912
TAM_WL_004638_20121102_H0024IAV0	token-0-5	அடித்த	30	35
TAM_DF_004640_20170809_H0024J3PP	token-96-1	அடித்த	5081	5086
TAM_NW_004529_20160509_H0024J3QC	token-20-20	அடித்து	1447	1453
TAM_NW_004529_20160509_H0024J3QC	token-24-41	அடித்து	2298	2304
TAM_NW_003923_20140905_H0024J3Q0	token-15-12	அடித்துச்	1040	1048
TAM_NW_003928_20100517_H0024J3Q4	token-15-8	அடித்துச்	1593	1601
TAM_NW_001009_20110202_H0024J8KW	token-7-4	அடித்துச்	980	988
TAM_NW_001009_20110202_H0024J8KW	token-8-2	அடித்துச்	1097	1105
TAM_NW_003928_20130514_H0024J8L0	token-21-15	அடித்துச்	2113	2121
NW_AFP_ENG_0012_20030419.tam	token-6-9	அடித்துச்	1046	1054
TAM_WL_004655_20091111_H0024J3R3	token-28-3	அடித்துச்	1672	1680
TAM_WL_004655_20091111_H0024J3R3	token-36-3	அடித்துச்	2120	2128
TAM_NW_003940_20170327_H0024J3Q7	token-49-5	அடித்தும்	4135	4143
TAM_NW_003460_20170309_H0023TVOY	token-8-11	அடித்தும்	877	885
TAM_NW_003940_20170327_H0024J3Q7	token-6-13	அடிப்படை	518	525
TAM_SN_000370_20150803_H0T10E690	token-0-9	அடிப்படை	65	72
TAM_SN_000370_20150923_H0T10E72H	token-0-5	அடிப்படை	50	57
TAM_NW_003226_20060501_70R002E6M	token-6-19	அடிப்படை	1024	1031
TAM_WL_004665_20150415_H0024JPPS	token-53-4	அடிப்படை	7005	7012
TAM_WL_004667_20120413_H0024JPPT	token-39-10	அடிப்படையாகக்	4248	4260
