SWA_WL_003752_20100830_H0024JB33	token-15-16	iliyofanywa	2265	2275
SWA_NW_003404_20081204_H0024IYQM	token-8-15	thamani	1088	1094
SWA_NW_003747_20090210_H0024IYR3	token-9-6	thamani	1469	1475
SWA_NW_003375_20150507_H0024J904	token-4-15	thamani	721	727
SWA_WL_003727_20161118_H0024JB2X	token-5-14	thamani	889	895
SWA_NW_001009_20150304_H0024IYPK	token-10-18	mbuga	1683	1687
SWA_NW_003490_20150814_H0024JATT	token-5-12	kukakabiliana	1024	1036
SWA_WL_003708_20170809_H0024IYRS	token-7-5	ililazimika	964	974
SWA_NW_001009_20110210_H0024IYPO	token-35-4	inajitahidi	4964	4974
SWA_NW_003747_20090113_H0024IYR4	token-4-8	inajitahidi	588	598
SWA_NW_003490_20150814_H0024JATT	token-9-0	Mnamo	1797	1801
SWA_NW_003692_20150316_H0024IYQS	token-6-3	tathmini	803	810
SWA_NW_003406_20150315_H0024J909	token-5-12	tathmini	752	759
SWA_WL_003704_20170809_H0024IYRN	token-21-12	tutaendelea	3370	3380
SWA_WL_003745_20140402_H0024JB2Z	token-9-9	Zilizopita	1371	1380
SWA_SN_000370_20170227_H0T10EQ7X	token-0-9	asiyefahamika	47	59
SWA_NW_002976_20170213_H0023PG4Z	token-4-0	Taarifa	757	763
SWA_NW_001009_20160413_H0024IYPS	token-2-0	Taarifa	252	258
SWA_NW_003404_20151027_H0024IYQI	token-11-0	Taarifa	1420	1426
SWA_NW_003490_20150824_H0024JATS	token-4-0	Taarifa	548	554
SWA_WL_003659_20090201_H0024IYRK	token-2-0	Taarifa	224	230
SWA_WL_003659_20090201_H0024IYRK	token-4-0	Taarifa	780	786
SWA_WL_003704_20170809_H0024IYRN	token-21-1	Taarifa	3309	3315
SWA_WL_003704_20170809_H0024IYRN	token-29-0	Taarifa	4424	4430
SWA_WL_003743_20170809_H0024IYSG	token-3-0	Taarifa	549	555
SWA_WL_003743_20170809_H0024IYSG	token-4-0	Taarifa	779	785
SWA_WL_003659_20090201_H0024IYRK	token-4-25	walijitokeza	932	943
SWA_NW_001009_20150304_H0024IYPK	token-8-0	Akizungumzia	1155	1166
SWA_WL_003655_20160714_H0024IYRI	token-11-0	Akizungumzia	1831	1842
SWA_SN_000370_20170324_H0T10ET9L	token-0-6	KIKATIBA	50	57
SWA_WL_003755_20151103_H0024JB34	token-27-9	Mikofu	4269	4274
SWA_SN_000370_20170325_H0T10ETBZ	token-0-17	kuvamiwa	107	114
SWA_NW_001009_20150304_H0024IYPK	token-5-2	inayotarajiwa	694	706
SWA_WL_003696_20160111_H0024IYRL	token-3-0	Akiongea	639	646
SWA_WL_003724_20130629_H0024IYS5	token-4-0	Akiongea	649	656
SWA_NW_001009_20150304_H0024IYPK	token-11-10	Ustawi	1783	1788
SWA_WL_003740_20170809_H0024IYSD	token-10-23	Ustawi	1500	1505
SWA_WL_003724_20130629_H0024IYS5	token-3-4	kulinga	410	416
SWA_WL_003724_20130629_H0024IYS5	token-4-35	kulinga	856	862
SWA_WL_003713_20161031_H0024JB2R	token-5-5	kampeini	519	526
SWA_SN_000370_20170220_H0T10EQ12	token-0-7	ajisalimisha	39	50
SWA_WL_003659_20090201_H0024IYRK	token-6-2	inadhaniwa	1139	1148
SWA_WL_003736_20150520_H0024JB2Y	token-0-16	VYOO	97	100
SWA_SN_000370_20170323_H0T10ETH5	token-0-11	anawaomba	91	99
SWA_NW_003405_20161122_H0024IYQP	token-9-13	ulivunja	804	811
SWA_NW_003409_20170810_H0024J90A	token-3-15	wameishauri	1030	1040
SWA_WL_003724_20130629_H0024IYS5	token-8-4	vinavyozunguka	1643	1656
SWA_NW_003404_20071017_H0024IYQN	token-2-46	kumudu	422	427
SWA_WL_003743_20170809_H0024IYSG	token-4-34	zinazotakiwa	1001	1012
SWA_WL_003713_20161031_H0024JB2R	token-4-5	liliahidi	420	428
SWA_WL_003752_20100830_H0024JB33	token-17-8	ikashindwa	2599	2608
SWA_NW_003375_20150507_H0024J904	token-2-10	Jangwani	353	360
SWA_NW_003375_20150507_H0024J904	token-11-58	Jangwani	2509	2516
SWA_NW_003387_20150501_H0023O90B	token-5-23	Jangwani	1127	1134
SWA_NW_003387_20150501_H0023O90B	token-6-2	Jangwani	1250	1257
SWA_NW_001009_20140825_H0024IYPU	token-17-6	lilipitisha	2111	2121
SWA_WL_003696_20160111_H0024IYRL	token-0-10	wanao	69	73
SWA_WL_003696_20160111_H0024IYRL	token-1-22	wanao	230	234
SWA_WL_003711_20161109_H0024JB2K	token-2-26	wakikerwa	438	446
NW_APW_ENG_0202_20050119.swa	token-0-9	linakumbwa	62	71
SWA_NW_001009_20140825_H0024IYPU	token-2-19	ingawaje	354	361
SWA_SN_000370_20170315_H0T10ES2R	token-0-12	kujisafisha	93	103
SWA_WL_003754_20170809_H0024IYSJ	token-0-4	KUKUMBWA	25	32
NW_APW_ENG_0202_20050119.swa	token-2-31	hazitaletwa	321	331
SWA_NW_003405_20161122_H0024IYQP	token-17-15	kuelekea	1843	1850
NW_APW_ENG_0202_20050119.swa	token-13-50	kuelekea	2551	2558
SWA_NW_003375_20150131_H0024J903	token-9-13	kuelekea	1023	1030
SWA_WL_003706_20170809_H0024IYRP	token-17-18	kuelekea	1809	1816
SWA_NW_003699_20160104_H0024IYQY	token-0-2	wafariki	8	15
NW_AFP_ENG_0012_20030419.swa	token-0-1	wafariki	3	10
SWA_NW_003732_20150521_H0024IYR1	token-3-11	imefikia	384	391
SWA_SN_000370_20170323_H0T10ETHV	token-0-14	Haki	90	93
SWA_SN_000370_20170323_H0T10ETIF	token-0-7	Haki	55	58
SWA_NW_003404_20151027_H0024IYQI	token-5-16	imeweka	639	645
NW_XIN_ENG_0210_20080517.swa	token-6-13	imeweka	1035	1041
SWA_WL_003743_20170809_H0024IYSG	token-3-14	zitanyesha	639	648
SWA_WL_003752_20100830_H0024JB33	token-17-1	Vizuizi	2549	2555
NW_APW_ENG_0202_20050119.swa	token-17-3	imani	3240	3244
SWA_SN_000370_20170323_H0T10ETH9	token-0-4	imani	35	39
SWA_SN_000370_20170323_H0T10ETHA	token-0-20	imani	128	132
SWA_WL_003713_20161031_H0024JB2R	token-3-7	imani	332	336
SWA_WL_003706_20170809_H0024IYRP	token-13-5	kifusi	1431	1436
SWA_WL_003707_20151211_H0024IYRQ	token-2-31	kifusi	481	486
SWA_WL_003707_20151211_H0024IYRQ	token-5-4	kifusi	834	839
SWA_WL_003704_20170809_H0024IYRN	token-18-2	tumetuma	2724	2731
SWA_NW_003388_20160509_H0024J907	token-2-10	ameliambia	300	309
SWA_NW_003490_20150814_H0024JATT	token-12-5	ameliambia	2085	2094
SWA_WL_003706_20170809_H0024IYRP	token-17-3	ameliambia	1734	1743
SWA_WL_003736_20150520_H0024JB2Y	token-7-5	wakishusha	501	510
SWA_WL_003736_20150520_H0024JB2Y	token-19-56	wakishusha	2627	2636
SWA_NW_003404_20071017_H0024IYQN	token-9-6	imepanda	1385	1392
SWA_NW_002939_20160911_H0023PE8V	token-1-24	kujeruhiwa	207	216
SWA_NW_003404_20151027_H0024IYQI	token-9-22	kujeruhiwa	1184	1193
