HIN_NW_001441_20140709_H0024IYM3	token-4-7	अंक	375	377
HIN_WL_003310_20150509_G0023GYCP	token-7-18	अकेले	935	939
HIN_NW_002941_20170223_H002494DX	token-23-0	अगर	1854	1856
HIN_NW_002941_20170223_H002494DX	token-37-0	अगर	3136	3138
HIN_NW_002941_20170223_H002494E3	token-21-4	अगर	1913	1915
HIN_NW_003818_20170721_H0024FGHR	token-5-3	अगर	782	784
NW_APW_ENG_0202_20050119.hin	token-2-32	अगर	288	290
NW_APW_ENG_0202_20050119.hin	token-11-1	अगर	1833	1835
HIN_WL_003288_20101019_G0023GP1Q	token-28-5	अगर	1351	1353
HIN_WL_003302_20140613_G0023GXVJ	token-6-2	अगर	925	927
HIN_WL_003302_20140613_G0023GXVJ	token-23-3	अगर	2836	2838
HIN_WL_003310_20150509_G0023GYCP	token-14-1	अगर	1342	1344
HIN_WL_003312_20140731_G0023GZFE	token-5-3	अगर	412	414
HIN_WL_003312_20140731_G0023GZFE	token-43-4	अगर	3750	3752
HIN_WL_004238_20140824_H00249QCX	token-19-18	अगर	1237	1239
HIN_WL_004265_20160411_H0024IYMI	token-1-0	अगर	53	55
HIN_WL_004265_20160411_H0024IYMI	token-4-0	अगर	409	411
HIN_WL_004265_20160411_H0024IYMI	token-6-7	अगर	602	604
HIN_WL_004268_20170705_H0024IYMK	token-18-6	अगर	2718	2720
HIN_NW_002941_20170223_H002494E3	token-16-0	अगला	1768	1771
HIN_WL_003198_20131002_G0023IXY0	token-30-2	अगला	4279	4282
HIN_WL_003198_20131002_G0023IXY0	token-8-2	अगली	1129	1132
HIN_WL_004268_20170705_H0024IYMK	token-27-1	अगली	3465	3468
HIN_WL_004268_20170705_H0024IYMK	token-31-13	अगली	3828	3831
HIN_NW_002941_20170223_H002494DX	token-0-3	अगले	18	21
HIN_NW_002941_20170223_H002494DX	token-3-11	अगले	230	233
HIN_NW_002941_20170223_H002494DX	token-16-0	अगले	1353	1356
HIN_NW_002941_20170223_H002494DX	token-37-5	अगले	3161	3164
HIN_NW_004236_20170212_H0024IYM7	token-2-24	अगले	319	322
HIN_WL_003198_20131002_G0023IXY0	token-10-17	अगले	1427	1430
NW_APW_ENG_0072_20050321.hin	token-27-14	अंगों	2505	2509
HIN_NW_004244_20130723_H0024IYM9	token-13-16	अग्निशामकों	1210	1220
HIN_NW_002941_20170223_H002494DX	token-26-14	अग्रणी	2295	2300
HIN_WL_004245_20170223_H0024G587	token-9-11	अग्रिम	1626	1631
HIN_WL_003296_20130125_G0023GQ2R	token-10-22	अंग्रेजी	1126	1133
HIN_WL_003296_20130125_G0023GQ2R	token-10-36	अंग्रेजी	1181	1188
HIN_WL_003296_20130125_G0023GQ2R	token-11-20	अंग्रेजी	1294	1301
HIN_WL_003592_20090420_H0023U3TQ	token-6-0	अंग्रेजों	319	327
HIN_NW_003835_20170531_H0024DWFD	token-5-3	अचानक	216	220
HIN_WL_003310_20150509_G0023GYCP	token-3-0	अचानक	340	344
HIN_WL_003198_20131002_G0023IXY0	token-12-6	अचानक	1607	1611
HIN_SN_000370_20170208_H0T10EO1G	token-0-11	अच्छी	65	69
HIN_NW_002941_20170223_H002494E3	token-28-9	अच्छी	2344	2348
HIN_WL_003592_20090420_H0023U3TQ	token-26-9	अच्छी	1966	1970
HIN_WL_004268_20170705_H0024IYMK	token-26-2	अच्छी	3430	3434
HIN_WL_004268_20170705_H0024IYMK	token-31-3	अच्छी	3784	3788
HIN_SN_000370_20150604_H0T10EC5G	token-0-5	अच्छे	29	33
HIN_WL_003478_20051230_H0023TIQS	token-3-40	अछूता	277	281
